STT,Câu Hỏi,Dịch Câu Hỏi,Trả Lời,Dịch Câu Trả lời
233,Why has table tennis become popular worldwide?,Tại sao bóng bàn trở nên phổ biến trên toàn thế giới?,"Table tennis has become popular around the world because: Easy to play, easy to access. Easy to play, easy to access. Good for health and spirit. Highly entertaining.v","Bóng bàn trở nên phổ biến trên toàn thế giới vì:Dễ chơi, dễ tiếp cận.Dễ chơi, dễ tiếp cận.Tốt cho sức khỏe và tinh thần.Mang tính giải trí cao.v"
234,What does ITTF stand for?,Hiệp hội Bóng bàn thế giới (Internationl Table tennis federation) viết tắt là gì?,The abbreviation of the International Table Tennis Association is ITTF.,Hiệp hội Bóng bàn thế giới viết tắt là ITTF.
235,What are the notable characteristics of ITTF compared to other sports organizations?,"So với các tổ chức thể thao khác, ITTF có những đặc điểm gì nổi bật?",The International Table Tennis Federation (ITTF) is the world's first international sports organization established for an individual sport.,ITTF là tổ chức thể thao quốc tế đầu tiên được thành lập cho một môn thể thao cá nhân.
236,When and where was ITTF established?,ITTF được thành lập khi nào và ở đâu?,"ITTF was founded in December 1926 in London, England."," ITTF được thành lập vào tháng 12 năm 1926 tại London, Anh"
237,What are the main functions of ITTF?,ITTF có những chức năng chính nào?,ITTF has main functions such as: Managing and operating table tennis worldwide. Organizing international tournaments. Organizing international tournaments. Developing table tennis in member countries.,ITTF có những chức năng chính như:Quản lý và điều hành môn bóng bàn trên toàn thế giới.Tổ chức các giải đấu quốc tế.Tổ chức các giải đấu quốc tế.Phát triển bóng bàn ở các quốc gia thành viên.
238,What is ITTF's role in promoting the table tennis movement worldwide?,Vai trò của ITTF trong việc thúc đẩy phong trào bóng bàn trên toàn thế giới là gì?,Improve the professional quality of table tennis.,Nâng cao chất lượng chuyên môn của môn bóng bàn.
239,Why is ITTF important for table tennis?,Tại sao ITTF có tầm quan trọng đối với môn bóng bàn?,Is the only organization with the right to manage and operate table tennis worldwide.,Là tổ chức duy nhất có quyền quản lý và điều hành môn bóng bàn trên toàn thế giới.
240,In what year was table tennis invented?,Bóng bàn ra đời vào năm nào?,Table tennis was born in 1890,Bóng bàn ra đời vào năm 1890.
241,"Compared to other sports, what is unique about the history of table tennis development?"," So với các môn thể thao khác, lịch sử phát triển của bóng bàn có gì đặc biệt?",Table tennis has a relatively short history compared to other sports. ,Bóng bàn có lịch sử phát triển tương đối ngắn so với các môn thể thao khác.
242,Who is credited with inventing table tennis?,Ai được công nhận là người phát minh ra môn bóng bàn?,No individual is recognized as the inventor of table tennis. , Không có cá nhân nào được công nhận là người phát minh ra môn bóng bàn.
243,What stages did the development of table tennis go through?,Quá trình phát triển của bóng bàn trải qua những giai đoạn nào?,Development stage: Table tennis became a professional competitive sport. ,Giai đoạn phát triển: Bóng bàn trở thành môn thể thao thi đấu chuyên nghiệp.
244,What is the role of countries in the development of table tennis?,Vai trò của các quốc gia trong việc phát triển bóng bàn là gì?,Contributing to the refinement of rules and competition regulations. ,Góp phần hoàn thiện luật chơi và quy định thi đấu.
245,Why isn't the exact date of table tennis' inception determined?,Tại sao thời điểm ra đời của bóng bàn không được xác định chính xác?,"The initial development of table tennis occurred spontaneously, without official documentation. ","Quá trình phát triển ban đầu của bóng bàn diễn ra tự phát, không có ghi chép chính thức."
246,In which century did table tennis emerge?,Bóng bàn xuất hiện vào thế kỷ bao nhiêu?,Table tennis emerged in the 19th century. ,Bóng bàn xuất hiện vào thế kỷ 19.
247,"Compared to other sports, what is unique about the history of table tennis' emergence?","So với các môn thể thao khác, bóng bàn có gì đặc biệt về lịch sử ra đời?",Table tennis has a relatively short history compared to other sports and originates from popular bat and net games in various cultures.," Bóng bàn có lịch sử ra đời tương đối ngắn so với các môn thể thao khác, và xuất phát từ các trò chơi đánh bóng bằng vợt và lưới phổ biến ở nhiều nền văn hóa."
248,Where is considered the birthplace of modern table tennis?, Nơi nào được xem là khởi nguồn của môn bóng bàn hiện đại?,England is considered the birthplace of modern table tennis around the 1880s.,Nước Anh được xem là khởi nguồn của môn bóng bàn hiện đại vào khoảng thập niên 1880.
249,What is the role of inventors in the development of table tennis?,Vai trò của các nhà phát minh trong việc phát triển bóng bàn là gì?,Enhancing the attractiveness and popularity of table tennis.,Nâng cao tính hấp dẫn và phổ biến của môn bóng bàn.
250,Why has table tennis become popular worldwide?,Tại sao bóng bàn trở nên phổ biến trên toàn thế giới?,Easy to play and accessible.,"Dễ chơi, dễ tiếp cận"
251,What are the basic rules of soccer?,Những quy tắc cơ bản của bóng đá là gì?,"The basic rules include not using hands except for the goalkeeper, scoring by getting the ball into the opposing team's goal, and fouls such as tripping or pushing.","Các quy tắc cơ bản bao gồm không được sử dụng tay ngoại trừ thủ môn, ghi bàn bằng cách đưa bóng vào lưới của đội đối phương, và các phạm lỗi như ngã hoặc đẩy."
252,How many players are there on a soccer team?,Một đội bóng đá có bao nhiêu cầu thủ?,"A standard soccer team consists of 11 players on the field at a time, including one goalkeeper.","Một đội bóng đá tiêu chuẩn bao gồm 11 cầu thủ trên sân vào một thời điểm, bao gồm một thủ môn."
253,What is offside in soccer?,Offside trong bóng đá là gì?,Offside is a rule where a player is deemed offside if they are closer to the opponent's goal line than both the ball and the second-to-last defender when the ball is passed to them.,Offside là một quy tắc trong đó một cầu thủ được coi là offside nếu anh ta đứng gần hơn với đường biên lưới của đội đối thủ so với cả bóng và cầu thủ phòng thủ thứ hai gần nhất khi bóng được truyền cho anh ta.
254,What are some common fouls in soccer?,Các phạm lỗi phổ biến trong bóng đá là gì?,"Common fouls include tripping, pushing, holding, and handball (touching the ball with the hands intentionally, excluding the goalkeeper within their penalty area).","Các phạm lỗi phổ biến bao gồm ngã, đẩy, giữ và chạm bóng bằng tay (chạm bóng bằng tay một cách cố ý, loại trừ thủ môn trong khu vực phạt của họ)."
255,How long does a soccer match last?,Một trận đấu bóng đá kéo dài bao lâu?,"A standard soccer match consists of two halves, each lasting 45 minutes, with a 15-minute halftime break, making the total match duration 90 minutes.","ột trận đấu bóng đá tiêu chuẩn bao gồm hai hiệp, mỗi hiệp kéo dài 45 phút"
256,What is the FIFA World Cup?,FIFA World Cup là gì?,"The FIFA World Cup is an international soccer tournament held every four years, where national teams from around the world compete for the title of world champion.",FIFA World Cup là một giải bóng đá quốc tế được tổ chức mỗi bốn năm một lần
257,What is a hat-trick in soccer?,Một hat-trick trong bóng đá là gì?,A hat-trick in soccer refers to a player scoring three goals in a single match.,Một hat-trick trong bóng đá đề cập đến việc một cầu thủ ghi ba bàn trong một trận đấu duy nhất.
